Systematic ID	Length (nt)	Gene name	Strand	Start	End	Gene synonym	LT2 orthologue	14028 orthologue	ST4-74 orthologue	UK-1 orthologue	D23580 orthologue	EMBL product	Genbank product	Genbank note	PubMed ID
SL0125	1083	mraY	+	146318	147400		STM0125	STM14_0151	STM474_0131	STMUK_0127	STMMW_01311	Phospho-N-acetylmuramoyl-pentapeptide-transfera se	phospho-N-acetylmuramoyl-pentapeptide- transferase	First step of the lipid cycle reactions in the biosynthesis of the cell wall peptidoglycan	
SL0126	1317	murD	+	147403	148719		STM0126	STM14_0152	STM474_0132	STMUK_0128	STMMW_01321	UDP-N-acetylmuramoylalanine--D-glutamate ligase	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase	UDP-N-acetylmuramoylalanine--D-glutamate ligase; involved in peptidoglycan biosynthesis; cytoplasmic; catalyzes the addition of glutamate to the nucleotide precursor UDP-N-acetylmuramoyl-L-alanine during cell wall formation	
SL0127	1158	ftsW	+	148806	149963		STM0127	STM14_0153	STM474_0133	STMUK_0129	STMMW_01331	cell division protein FtsW		integral membrane protein involved in stabilizing FstZ ring during cell division	
SL0128	1068	murG	+	149960	151027		STM0128	STM14_0154	STM474_0134	STMUK_0130	STMMW_01341	UDP-N-acetylglucosamine--N-acetylmuramyl-	undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase	UDP-N-acetylglucosamine--N-acetylmuramyl- (pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase; involved in cell wall formation; inner membrane-associated; last step of peptidoglycan synthesis	
SL0129	1476	murC	+	151146	152621		STM0129	STM14_0155	STM474_0135	STMUK_0131	STMMW_01351	UDP-N-acetylmuramate--L-alanine ligase		Catalyzes the formation of UDP-N-acetylmuramoyl-L-alanine from UDP-N-acetylmuramate and L-alanine in peptidoglycan synthesis	
SL0130	921	ddl	+	152614	153534	ddlB	STM0130	STM14_0156	STM474_0136	STMUK_0132	STMMW_01361	D-alanine--D-alanine ligase		D-alanine--D-alanine ligase; DdlA; DdlB; cytoplasmic; catalyzes the formation of D-alanyl-D-alanine from two D-alanines in peptidoglycan synthesis; there are two forms of this enzyme in E. coli	
SL0131	831	ftsQ	+	153536	154366		STM0131	STM14_0157	STM474_0137	STMUK_0133	STMMW_01371	cell division protein FtsQ		involved in septum formation	
SL0132	1263	ftsA	+	154363	155625		STM0132	STM14_0158	STM474_0138	STMUK_0134	STMMW_01381	cell division protein FtsA		ATP-binding involved in recruitment of FtsK to Z ring; essential cell division protein; colocalizes with FtsZ through direct interaction to the septal ring structure; structurally similar to eukaryotic actin; binds directly to the cell membrane	
SL0133	1152	ftsZ	+	155686	156837		STM0133	STM14_0159	STM474_0139	STMUK_0135	STMMW_01391	cell division protein FtsZ		"GTPase; similar structure to tubulin; forms ring-shaped polymers at the site of cell division; other proteins such as FtsA, ZipA, and ZapA, interact with and regulate FtsZ function"	
SL0134	918	lpxC	+	156938	157855		STM0134	STM14_0160	STM474_0140	STMUK_0136	STMMW_01401	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase		zinc-dependent; catalyzes the deacetylation of UDP-(3-O-acyl)-N-acetylglucosamine to UDP-3-O-(3-hydroxytetradecanoyl)-glucosamine in the second step of lipid A biosynthesis	
SL0135	429	yacA	+	158203	158631		STM0135	STM14_0161	STM474_0141	STMUK_0137	STMMW_01411	conserved hypothetical protein	SecA regulator SecM	secM translational pause allows for the initiation of secA translation	
SL0136	2706	secA	+	158693	161398		STM0136	STM14_0162	STM474_0142	STMUK_0138	STMMW_01421	preprotein translocase SecA subunit	preprotein translocase subunit SecA	functions in protein export; can interact with acidic membrane phospholipids and the SecYEG protein complex; binds to preproteins; binds to ATP and undergoes a conformational change to promote membrane insertion of SecA/bound preprotein; ATP hydrolysis appears to drive release of the preprotein from SecA and deinsertion of SecA from the membrane; additional proteins SecD/F/YajC aid SecA recycling; exists in an equilibrium between monomers and dimers; may possibly form higher order oligomers; proteins in this cluster correspond SecA1; SecA2 is not essential and seems to play a role in secretion of a subset of proteins	
SL0137	396	mutT	+	161550	161945		STM0137	STM14_0163	STM474_0143	STMUK_0139	STMMW_01431	"7,8-dihydro-8-oxoguanine-triphosphatase"	nucleoside triphosphate pyrophosphohydrolase	"similar to E. coli 7,8-dihydro-8-oxoguanine-triphosphatase; prefers dGTP; causes AT-GC transversions (AAC73210.1)"	
SL0138	192	yacG	-	162267	162458		STM0138	STM14_0166	STM474_0145	STMUK_0140	STMMW_01441	conserved hypothetical protein	zinc-binding protein		
SL0139	744	yacF	-	162468	163211		STM0139	STM14_0167	STM474_0146	STMUK_0141	STMMW_01451	conserved hypothetical protein			
SL0140	621	coaE	-	163211	163831	yacE	STM0140	STM14_0168	STM474_0147	STMUK_0142	STMMW_01461	Dephospho-CoA kinase		catalyzes the phosphorylation of the 3'-hydroxyl group of dephosphocoenzyme A to form coenzyme A; involved in coenzyme A biosynthesis	
SL0141	1044	guaC	+	164057	165100		STM0141	STM14_0169	STM474_0149	STMUK_0143	STMMW_01471	GMP reductase	guanosine 5'-monophosphate oxidoreductase	catalyzes the NADPH-dependent deamination of GMP to inosine monophosphate	
SL0142	1203	pilC	-	165131	166333	hofC	STM0142	STM14_0170	STM474_0150	STMUK_0144	STMMW_01481	competence gene-DNA binding and transport	type IV pilin biogenesis protein	"similar to E. coli integral membrane protein involved in biogenesis of fimbriae, protein transport, DNA uptake (AAC73217.1)"	17068078
SL0143	1386	pilB	-	166323	167708	hofB	STM0143	STM14_0171	STM474_0151	STMUK_0145	STMMW_01491	competence gene-DNA binding and transport	hypothetical protein	"similar to E. coli integral membrane protein involved in biogenesis of fimbriae, protein transport, DNA uptake (AAC73218.1)"	17068078
SL0144	438	pilA	-	167718	168155	ppdD	STM0144	STM14_0172	STM474_0152	STMUK_0146	STMMW_01501	competence gene-DNA binding and transport	major pilin subunit	similar to E. coli prepilin peptidase dependent protein (AAC73219.1)	17068078
SL0145	747	nadC	-	168377	169123		STM0145	STM14_0174	-	STMUK_0147	STMMW_01511	nicotinate-nucleotide pyrophosphorylase		"catalyzes the formation of pyridine-2,3-dicarboxylate and 5-phospho-alpha-D-ribose 1-diphosphate from nictinate D-ribonucleotide"	
SL0146	564	ampD	+	169358	169921		STM0146	STM14_0175	STM474_0154	STMUK_0148	STMMW_01521	AmpD protein (anhydro-N-acetylmuramyl-tripeptide amidase)	N-acetyl-anhydromuranmyl-L-alanine amidase	AMPD protein (SW:AMPD_SALTY)	
SL0147	855	ampE	+	169918	170772		STM0147	STM14_0176	STM474_0155	STMUK_0149	STMMW_01531	AmpE protein	regulatory protein AmpE	involved in regulation of beta-lactamase; signaling protein	
SL0148	951		-	170864	171814		STM0148	STM14_0177	STM474_0156	STMUK_0150	STMMW_01541	putatuve glycosysl hydrolase	hypothetical protein		
SL0149	1407		-	171814	173220		STM0149	STM14_0178	STM474_0157	STMUK_0151	STMMW_01551	hypothetical symporter	Na+/galactoside symporter		
SL0150	1374	aroP	-	173384	174757		STM0150	STM14_0180	STM474_0158	STMUK_0152	STMMW_01561	aromatic amino acid transport protein AroP		similar to E. coli aromatic amino acid transport protein (AAC73223.1); APC family	
SL0151	765	pdhR	+	175320	176084		STM0151	STM14_0182	STM474_0159	STMUK_0153	STMMW_01571	pyruvate dehydrogenase complex repressor	transcriptional regulator PdhR	activates lctPRD operon; autoregulates itself through repression of pdhR-aceEF-lpdA operon; regulates pyruvate dehydrogenase complex	
SL0152	2664	aceE	+	176244	178907		STM0152	STM14_0183	STM474_0160	STMUK_0154	STMMW_01581	pyruvate dehydrogenase E1 component	pyruvate dehydrogenase subunit E1	E1 component; part of pyruvate dehydrogenase; forms a complex with DlaT and LpdC	
SL0153	1890	aceF	+	178922	180811		STM0153	STM14_0184	STM474_0161	STMUK_0155	STMMW_01591	dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase		E2 component of pyruvate dehydrogenase multienzyme complex; in E. coli AceF contains three N-terminal lipoyl domains	
SL0154	1425	lpdA	+	181011	182435		STM0154	STM14_0185	STM474_0162	STMUK_0156	STMMW_01601	dihydrolipoamide dehydrogenase		E3 component of pyruvate and 2-oxoglutarate dehydrogenase complex; catalyzes the oxidation of dihydrolipoamide to lipoamide	
SL0155	285		+	182724	183008		STM0155	STM14_0187	STM474_0164	STMUK_0157	STMMW_01611	probable secreted protein			
SL0156	792		-	183046	183837		STM0156	STM14_0188	STM474_0165	STMUK_0158	STMMW_01621	probable secreted protein	hypothetical protein		
SL0157	1615	yacH	-	183850	185464		STM0157	-	-	-		hypothetical exported protein		similar to E. coli membrane protein (AAC73228.1)	
SL0159	2598	acnB	+	185853	188450		STM0158	STM14_0190	STM474_0167	STMUK_0160	STMMW_01641	aconitate hydratase 2 (citrate hydro-lyase 2)	bifunctional aconitate hydratase 2/2-methylisocitrate dehydratase	catalyzes the conversion of citrate to isocitrate and the conversion of 2-methylaconitate to 2-methylisocitrate	
SL0160	843		-	188511	189353		STM0159	STM14_0191	STM474_0168	STMUK_0161	STMMW_01651	HNH endonuclease			
SL0161	363	yacL	+	189599	189961		STM0160	STM14_0192	STM474_0169	STMUK_0162	STMMW_01661	conserved hypothetical protein			
SL0162	954	kdgT	+	190196	191149		STM0161	STM14_0193	STM474_0170	STMUK_0163	STMMW_01671	2-keto-3-deoxygluconate permease		transports degraded pectin products into the bacterial cell	
SL0163	1272		+	191146	192417		STM0162	STM14_0194	STM474_0171	STMUK_0164	STMMW_01681	conserved hypothetical protein			
SL0164	984	pdxAb	+	192407	193390		STM0163	STM14_0195	STM474_0172	STMUK_0165	STMMW_01691	4-hydroxythreonine-4-phosphate dehydrogenase		catalyzes oxidation of 4-(phosphohydroxy)-L-threonine into 2-amino-3-oxo-4-(phosphohydroxy)butyric acid which decarboxylates to form 1-amino-3-(phosphohydroxy)propan-2-one (3-amino-2-oxopropyl phosphate)	
SL0165	768		+	193400	194167		STM0164	STM14_0196	STM474_0173	STMUK_0166	STMMW_01701	hypothetical transcriptional regulator		similar to E. coli DeoR-type transcriptional regulator (AAC75777.1); LysR family	
SL0166	795	speD	-	194197	194991		STM0165	-	-	-	STMMW_01711	"S-adenosylmethionine decarboxylase, proenzyme"		S-adenosylmethionine provides the aminopropyl moiety required for spermidine biosynthesis from putrescine	
SL0167	861	speE	-	195012	195872		STM0166	STM14_0198	STM474_0175	STMUK_0168	STMMW_01721	Spermidine synthase		catalyzes the formation of spermidine from putrescine and S-adenosylmethioninamine	
SL0168	348	yacC	-	195979	196326		STM0167	STM14_0199	STM474_0176	STMUK_0169	STMMW_01731	conserved hypothetical protein			
SL0169	1611	cueO	+	196528	198138	yacK	STM0168	STM14_0200	STM474_0177	STMUK_0170	STMMW_01741	possible multicopper oxidase precursor		laccase; copper-stimulated phenoloxidase and ferroxidase which may be involved in copper detoxification	
SL0170	2391	gcd	-	198216	200606		STM0169	STM14_0201	STM474_0178	STMUK_0171	STMMW_01751	glucose dehydrogenase			
SL0171	537	hpt	+	200812	201348		STM0170	STM14_0202	STM474_0179	STMUK_0172	STMMW_01761	hypoxanthine phosphoribosyltransferase	hypoxanthine-guanine phosphoribosyltransferase	"Catalyzes the salvage synthesis of inosine-5'-monophosphate (IMP) and guanosine-5'-monophosphate (GMP) from the purine bases hypoxanthine and guanine, respectively"	
SL0172	663	yadF	-	201406	202068		STM0171	STM14_0203	STM474_0180	STMUK_0173	STMMW_01771	carbonic anhydrase		catalyzes the interconversion of bicarbonate and carbon dioxide	
SL0173	927	yadG	+	202177	203103		STM0172	STM14_0204	STM474_0181	STMUK_0174	STMMW_01781	hypothetical ABC transporter ATP-binding protein	ABC-type multidrug transport system ATPase component	similar to E. coli ATP-binding component of a transport system (AAC73238.1)	
SL0174	771	yadH	+	203100	203870		STM0173	STM14_0205	STM474_0182	STMUK_0175	STMMW_01791	ABC transporter integral membrane protein		ABC superfamily membrane protein	
SL0175	1080	stiH	-	203987	205066		STM0174	STM14_0206	STM474_0183	STMUK_0176	STMMW_01801	fimbrial protein	fimbrial protein precurosr		
SL0176	2547	stiC	-	205075	207621		STM0175	STM14_0207	STM474_0184	STMUK_0177	STMMW_01811	fimbrial usher protein		similar to E. coli outer membrane protein (AAC76178.1)	
SL0177	684	stiB	-	207648	208331		STM0176	-	-	-	STMMW_01821	fimbrial usher protein		"similar to E. coli periplasmic chaperone, required for type 1 fimbriae (AAC77272.1)"	
SL0178	540	stiA	-	208379	208918		STM0177	STM14_0209	STM474_0186	STMUK_0179	STMMW_01831	fimbrial subunit		similar to E. coli major type 1 subunit fimbrin; pilin (AAC77270.1)	
SL0179	441	yadI	+	209289	209729		STM0178	STM14_0211	STM474_0187	STMUK_0180	STMMW_01841	hypothetical PTS system IIA component		similar to E. coli PTS enzyme II B component (AAC73240.1)	
SL0180	1230	yadE	+	209791	211020		STM0179	STM14_0212	STM474_0188	STMUK_0181	STMMW_01851	conserved hypothetical protein			
SL0181	381	panD	-	211027	211407		STM0180	STM14_0213	STM474_0189	STMUK_0182	STMMW_01861	aspartate 1-decarboxylase	aspartate alpha-decarboxylase	Converts L-aspartate to beta-alanine and provides the major route of beta-alanine production in bacteria. Beta-alanine is essential for the biosynthesis of pantothenate (vitamin B5)	
SL0182	855	panC	-	211502	212356		STM0181	STM14_0214	STM474_0190	STMUK_0183	STMMW_01871	Pantoate--beta-alanine ligase		catalyzes the formation of (R)-pantothenate from pantoate and beta-alanine	
SL0183	792	panB	-	212482	213273		STM0182	STM14_0216	STM474_0191	STMUK_0184	STMMW_01881	3-methyl-2-oxobutanoate hydroxymethyltransferase		"catalyzes the formation of tetrahydrofolate and 2-dehydropantoate from 5,10-methylenetetrahydrofolate and 3-methyl-2-oxobutanoate"	
SL0184	480	folK	-	213394	213873		STM0183	STM14_0217	STM474_0192	STMUK_0185	STMMW_01891	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase		"catalyzes the formation of 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine diphosphate from 2-amino-4-hydroxy-6-hydroxymethyl-7,8-dihydropteridine and ATP"	
SL0185	1419	pcnB	-	213870	215288		STM0184	STM14_0218	STM474_0193	STMUK_0186	STMMW_01901	poly(A) polymerase		Polymerase that creates the 3' poly(A) tail found in some mRNA's	
SL0186	942	yadB	-	215429	216370		STM0185	STM14_0219	STM474_0194	STMUK_0187	STMMW_01911	glutamyl-tRNA synthetase-related protein	glutamyl-Q tRNA(Asp) synthetase	"this tRNA synthetase lacks the tRNA anticodon interaction domain; instead this enzyme modifies tRNA(Asp) with glutamate by esterifying glutamate to the 2-amino-5-(4,5-dihydroxy-2-cyclopenten-1-yl) moiety of queosine generating a modified nucleoside at the first anticodon position of tRNAAsp; the modified tRNA does not bind elongation factor Tu"	
SL0187	456	dksA	-	216394	216849		STM0186	STM14_0220	STM474_0195	STMUK_0188	STMMW_01921	dosage-dependent dnaK suppressor protein	RNA polymerase-binding transcription factor	dnaK suppressor protein (SW:DKSA_SALTY); suppresses dnaK deletion	
SL0188	705	sfsA	-	217026	217730		STM0187	STM14_0221	STM474_0196	STMUK_0189	STMMW_01931	Sugar fermentation stimulation protein homolog.	sugar fermentation stimulation protein A	Regulatory factor involved in maltose metabolism	
SL0189	531	ligT	-	217747	218277		STM0188	STM14_0222	STM474_0197	STMUK_0190	STMMW_01941	2'-5' RNA ligase			
SL0190	2475	hrpB	+	218305	220779		STM0189	STM14_0223	STM474_0198	STMUK_0191	STMMW_01951	ATP-dependent helicase HrpB	ATP-dependent RNA helicase HrpB	similar in sequence to the ATP-dependent RNA helicase HrpA	
SL0191	2523	mrcB	+	220920	223442		STM0190	STM14_0226	STM474_0199	STMUK_0192	STMMW_01961	penicillin-binding protein 1b; peptidoglycan synthetase		"bifunctional periplasmic enzyme; contains transglycosylase and transpeptidase activity; major enzyme for peptidoglycan biosynthesis in E. coli; transmembrane protein; forms dimers; three variants, one of which may be a degradation product, while the other appears to result from an alternative initiation site, are found within the cell"	
SL0192	2190	fhuA	+	223735	225924		STM0191	STM14_0228	STM474_0200	STMUK_0193	STMMW_01971	ferrichrome-iron receptor	ferrichrome outer membrane transporter	involved with the transport of ferrichrome across the outer membrane; binds the ferrichrome-iron ligand and interacts with the TonB protein	
SL0193	798	fhuC	+	225973	226770		STM0192	STM14_0229	STM474_0201	STMUK_0194	STMMW_01981	ferrichrome transport ATP-binding protein FhuC	iron-hydroxamate transporter ATP-binding subunit	part of the FhuBCD ATP-dependent iron (III) hydroxamate transporter	
SL0194	891	fhuD	+	226770	227660		STM0193	STM14_0230	STM474_0202	STMUK_0195	STMMW_01991	ferrichrome-binding periplasmic protein precursor	iron-hydroxamate transporter substrate-binding subunit	Part of the FhuBCD ATP-dependent iron (III) hydroxamate transporter; binds to all hydroxamate siderophores	
SL0195	2058	fhuB	+	227657	229714		STM0194	STM14_0231	STM474_0203	STMUK_0196	STMMW_02001	ferrichrome transport protein FhuB precursor	iron-hydroxamate transporter permease subunit	part of the FhuBCD ATP-dependent iron (III) hydroxamate transporter involved in the high-affinity transport of Fe(3+)-ferrichrome	
SL0196	561	stfA	+	230653	231213		STM0195	STM14_0234	STM474_0204	STMUK_0197	STMMW_02011	major fimbrial subunit stfa (hypothetical fimbrial subunit)			
SL0197	2658	stfC	+	231299	233956		STM0196	STM14_0235	STM474_0205	STMUK_0198	STMMW_02021	outer membrane usher protein stfc (hypothetical fimbrial outer membrane usher)			
SL0198	753	stfD	+	233974	234726		STM0197	STM14_0236	STM474_0206	STMUK_0199	STMMW_02031	periplasmic fimbrial chaperone stfd			
SL0199	468	stfE	+	234790	235257		STM0198	STM14_0237	STM474_0207	STMUK_0200	STMMW_02041	minor fimbrial subunit stfe (putaive minor fimbrial subunit)			
SL0200	477	stfF	+	235254	235730		STM0199	STM14_0238	STM474_0208	STMUK_0201	STMMW_02051	minor fimbrial subunit stff			
SL0201	531	stfG	+	235730	236260		STM0200	STM14_0239	STM474_0209	STMUK_0202	STMMW_02061	hypothetical minor fimbrial subunit		minor fimbrial subunit StfG (gi|3747034); adhesin	
SL0202	840		+	236260	237099		STM0201	STM14_0240	STM474_0210	STMUK_0203	STMMW_02071	hypothetical exported protein		hypothetical 30.2 da protein in stfG 3'region precursor (SW:YADU_SALTY)	
